,Acacia cochliacantha,Acacia penatula,Acaciella angustissima var. angustissima,Acaciella painteri var. houghii,Acalypha aff. triloba,Acalypha langiana,Acalypha sp. ,Achimenes heterophylla,Acourtia lenguojas,Acourtia sp2.,Adiantum andicola,Adiantum braunii,Adiantum concinnum,Adiantum poiretii,Adiantum raddianum,Agave aff. angustifolia,Agave aff. inaequidens,Agave horrida,Ageratina aff. petiolaris,Ageratina areolaris,Ageratina choricephala,Ageratina glabrata,Ageratina mairetiana,Ageratina pazcuarensis,Ageratina photina,Ageratum corymbosum,Alchemilla procumbens,Alloispermum scabrum,Alnus acuminata,Alnus jorullensis,Anagalis arvensis,Annona cf. cherimolia,Anogramma leptophylla,Arbutus xalapensis,Archibaccharis serratifolia,Arenaria lanuginosa,Arracacia tolucensis,Asclepias pringlei,Asplenium castaneum,Asplenium hallbergii,Asplenium monanthes,Asplenium praemorsum,Asterohyptis stellulata,Astragalus guatemalensis var. brevidentatus,Aulosepalum aff. pyramidale,Baccharis conferta,Begonia cf. balmisiana,Begonia gracilis,Bidens ocellatus,Bidens sp.,Bletia sp.,Bocconia aff. arborea,Bomarea edulis,Bommeria pedata,Borreria remota,Botrychium virginianum,Bouvardia ternifolia,Brachypodium latifolium,Brachypodium mexicanum,Brickellia scoparia var. scoparia,Briza minor,Bromus carinatus,Bromus dolichocarpus,Brongniartia intermedia,Buddleja cf. sessiliflora,Buddleja cordata,Buddleja parviflora,Calliandra grandiflora,Canavalia villosa,Castilleja aff. stipifolia,Castilleja tenuiflora,Celastrus pringlei,Cestrum anagyris,Cestrum nitidum,Cestrum nocturnum,Cestrum oblongifolium,Cestrum terminale,Cestrum thyrsoideum,Cestrum tomentosum,Cheilanthes bonariensis,Cheilanthes cuneata,Cheilanthes farinosa,Cheilanthes kaulfussii,Cheilanthes lendigera,Cheilanthes marginata,Cheilanthes myriophylla,Cheilanthes pyramidalis,Chromolaena collina,Clematis dioica,Clethra mexicana,Cologania broussonetii,Comarostaphylis glaucescens,Commelina cf. leiocarpa,Commelina coelestis,Coreopsis rhyacophila,Critoniopsis salicifolia,Crusea coccinea var. coccinea,Crusea longiflora,Crusea sp.,Cunila lythrifolia,Cuphea wrightii,Cyclanthera integrifoliola,Cyperus hermaphroditus,Cyperus sp.,Dahlia coccinea,Dahlia merckii,Dahlia rudis,Dalea reclinata,Delphinium pedatisectum,Desmodium aff. cinereum,Desmodium aff. densiflorum,Desmodium aff. jaliscanum,Desmodium bellum,Desmodium sp.,Dioscorea cf. urceolata,Dioscorea galeottiana,Disocactus speciosus,Dodonaea viscosa,Donnellsmithia mexicana,Drymaria glandulosa,Drymaria villosa,Dryopteris cinnamomea,Dryopteris maxonii,Dryopteris patula,Dydimaea floribunda,Echeandia aff. mexicana,Echeveria gibbiflora,Epidendrum matudae,Eryngium cf. ghiesbreghtii,Erynigium pectinatum,Erythrina breviflora,Euphorbia axiensis,Euphorbia sonorae,Euphorbia subreniformis,Eysenhardtia orthocarpa,Fraxinus uhdei,Fuchsia sp.,Fuchsia thymifolia spp. thymifolia,Galium aschenbornii,Garrya laurifolia spp. racemosa,Geranium seemannii,Gonolobus uniflorus,Govenia sp.,Hechtia podantha,Hieracium sp. ,Hoffmannia conzattii,Hymenocallis aff. glauca,Hypericum philonotis,Hyptis mutabilis,Indigofera thibaudiana,Ipomoea aff. emetica,Ipomoea aff. murucoides,Ipomoea purpurea,Iresine diffusa,Iresine sp.,Jaegeria hirta,Jaltomata procumbens,Juniperus flaccida,Lagascea rigida,Lantana camara,Lasiacis nigra,Lasiacis procerrima,Lepechinia caulescens,Linum orizabae,Lippia mexicana,Lithospermum trinervium,Litsea glaucescens,Lobelia laxiflora,Lobelia schmitzii,Lopezia racemosa,Lophospermum scandens,Lupinus aff. campestris,Lycianthes lenta,Lysiloma divaricata,Malaxis brachyrrynchos,Malaxis rosilloi,Mandevilla sp.,Manfreda pringlei,Manfreda pubescens,Melinis repens,Meliosma dentata,Mimosa albida,Minuartia moehringioides,Mirabilis longiflora,Mitracarpus sp.,Monnina ciliolata,Montanoa frutescens,Muhlenbergia cenchroides,Muhlenbergia diversiglumis,Muhlenbergia robusta,Muhlenbergia versicolor,Muhlenbergia virletii,Nama origanifolia,Notholaena ochracea,Oplismenus burmannii var. burmannii,Oplismenus compositus,Oreopanax peltatus,Oxalis aff. hernandezii,Oxalis aff. jaquiniana ,Oxalis aff. tetraphylla,Paspalum prostratum,Paspalum squamulatum,Passiflora cf. exsudans,Pecluma ferruginea,Pellaea ternifolia,Penstemon roseus,Peperomia bracteata,Peperomia galioides,Peperomia hispidula,Persea americana,Phaseolus coccineus,Phaseolus leptostachyus ,Phaseolus vulgaris,Phlebodium areolatum,Pinus aff. hartwegii,Pinus aff. maximinoi,Pinus aff. montezumae,Pinus aff. pringlei,Pinus aff. pseudostrobus,Pinus teocote,Piptochaetium virescens,Pitcairnia cf. heterophylla,Pleopeltis mexicana,Pleopeltis polylepis,Polypodium furfuraceum,Polypodium hartwegianum,Polypodium madrense,Polypodium plesiosorum,Polypodium polypodioides var. aciculare ,Polypodium rosei,Polypodium subpetiolatum,Polystichum rachichleana,Prunus aff. serotina,Psacalium peltatum,Pseudognaphalium attenuatum var. sylvicola,Pseudognaphalium liebmanii var. monticola,Pseudognaphalium oxyphyllum,Pseudognaphalium roseum,Pteridium aquilinum var. arachnoideum,Pteris quadriaurita,Quercus castanea,Quercus glabrescens,Quercus glaucoides,Quercus laurina,Quercus obtusata,Quercus rugosa,Ranunculus sp.,Ribes sp.,Roldana albonervia,Roldana angulifolia,Roldana chapalensis,Roldana lineolata,Roldana lobata,Roldana sp1,Rubus cf. cymosus,Rubus pringlei,Rumfordia floribunda var. floribunda,Russelia coccinea,Salvia aff. tilifolia,Salvia gesneriflora,Salvia iodantha,Salvia lavanduloides,Salvia mexicana,Salvia polystachia,Salvia purpurea,Salvia rhyacophila,Salvia setulosa,Sarcoglottis sp.,Saurauia sp. ,Scutellaria dumetorum,Sechiopsis triquetra,Sedum frutescens,Sedum jaliscanum,Sedum oxypetalum,Selaginella pallescens,Selaginella porphyrospora,Serjania aff. triquetra,Sida rhombifolia,Sisyrinchium angustissimum,Smallanthus maculatus,Smilax aff. moranensis,Solanum aligerum,Solanum appendiculatum,Solanum nigrescens,Solanum nigricans,Solanum stoloniferum,Stachys coccinea,Stellaria cuspidata,Stevia aschenborniana,Stevia monardifolia,Stevia origanoides,Stevia ovata,Stevia suaveolens,Stevia subpubescens var. subpubescens,Styrax ramirezii,Symphoricarpos microphyllus,Symplocos citrea,Syngonium cf. neglectum,Tagetes filifolia,Tagetes lucida,Tagetes lunulata,Tecoma stans,Ternstroemia lineata spp. lineata,Thalictrum gibbosum,Thalictrum grandifolium,Tillandsia cf. bourgaei,Tinantia erecta,Tournefortia cf. acutiflora,Toxicodendron radicans,Tradescantia commelinoides,Tridax brachylepis,Trophis mexicana,Turpinia paniculata,Valeriana mexicana,Valeriana robertianifolia,Valeriana urticifolia,Verbesina fastigata,Verbesina oncophora,Verbesina virgata,Viguiera dentata,Viola aff. guatemalensis,Vitis aff. tilifolia,Vulpia myuros,Wigandia urens,Woodsia mollis,Xylosma flexuosa
OC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
